EDAD;UNIVERSIDAD;CARRERA;GRADO_ACADEMICO;PROB_GRADUACION
26;Universidad de Costa Rica;Gestión Integrada Áreas Costeras;MAESTRÍA;1.0
27;Universidad de Costa Rica;Literatura Latinoamericana;MAESTRÍA;0.55
28;Universidad de Costa Rica;Computación e Informática;MAESTRÍA;0.68
26;Universidad de Costa Rica;Química;MAESTRÍA;1.0
26;Universidad de Costa Rica;Inmunología;MAESTRÍA;0.52
27;Universidad de Costa Rica;Inmunología;MAESTRÍA;0.63
26;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;MAESTRÍA;0.39
26;Universidad de Costa Rica;Matemática énfasis Matemática Aplicada;MAESTRÍA;0.46
31;Universidad de Costa Rica;Enseñanza de la Filosofía;BACHILLERATO;1.0
26;Universidad de Costa Rica;Estadística;MAESTRÍA;1.0
26;Universidad de Costa Rica;Desarrollo Urbano y Gestión Territorial;MAESTRÍA;0.99
27;Universidad de Costa Rica;Física Médica;MAESTRÍA;0.99
27;Universidad de Costa Rica;Literatura Francesa;MAESTRÍA;0.55
56;Universidad de Costa Rica;Historia;LICENCIATURA;0.8
43;Universidad de Costa Rica;Nefrología;ESPECIALIDAD PROFESIONAL;0.85
45;Universidad de Costa Rica;Gerencia Agroempresarial;MAESTRÍA;0.7651190476190477
37;Universidad de Costa Rica;Anestesiología Pediátrica;ESPECIALIDAD PROFESIONAL;0.6988333333333334
37;Universidad de Costa Rica;Medicina Materno Fetal;ESPECIALIDAD PROFESIONAL;0.89
31;Universidad de Costa Rica;Administración y Dirección de Empresas énfasis Gerencia;MAESTRÍA;0.995
36;Universidad de Costa Rica;Nefrología;ESPECIALIDAD PROFESIONAL;0.8860000000000001
35;Universidad de Costa Rica;Cirugía Plástica y Reconstructiva;ESPECIALIDAD PROFESIONAL;0.84
33;Universidad de Costa Rica;Anestesiología Pediátrica;ESPECIALIDAD PROFESIONAL;0.9559285714285715
25;Universidad de Costa Rica;Biología;MAESTRÍA;0.54
27;Universidad de Costa Rica;Educación énfasis Docencia Universitaria;MAESTRÍA;1.0
25;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;LICENCIATURA;0.9983405172413794
25;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;0.98
25;Universidad de Costa Rica;Química;MAESTRÍA;1.0
25;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;MAESTRÍA;0.37
25;Universidad de Costa Rica;Matemática énfasis Matemática Aplicada;MAESTRÍA;0.43
25;Universidad de Costa Rica;Ingeniería Mecánica;MAESTRÍA;1.0
25;Universidad de Costa Rica;Microbiología énfasis Bacteriología;MAESTRÍA;0.95
25;Universidad de Costa Rica;Ingeniería Industrial énfasis Administración Industrial;MAESTRÍA;1.0
48;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;LICENCIATURA;0.81
25;Universidad de Costa Rica;Filosofía;MAESTRÍA;0.57
25;Universidad de Costa Rica;Computación e Informática;MAESTRÍA;0.5
25;Universidad de Costa Rica;Diplomacia;MAESTRÍA;0.99
26;Universidad de Costa Rica;Filosofía;MAESTRÍA;0.748
46;Universidad de Costa Rica;Bibliotecología énfasis Ciencias de la Información;BACHILLERATO;1.0
30;Universidad de Costa Rica;Ingeniería Electromecánica Industrial;LICENCIATURA;0.93
26;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas con Discapacidad Múltiple;LICENCIATURA;1.0
41;Universidad de Costa Rica;Enseñanza de la Psicología;BACHILLERATO;1.0
26;Universidad de Costa Rica;Historia;MAESTRÍA;0.99
25;Universidad de Costa Rica;Teoría Psicoanalítica;MAESTRÍA;0.37
50;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;LICENCIATURA;0.95
35;Universidad de Costa Rica;Economía Agrícola y Agronegocios énfasis Agroambiente;LICENCIATURA;0.91
55;Universidad de Costa Rica;Ciencias de la Educación Primaria énfasis Inglés;BACHILLERATO;0.99
29;Universidad de Costa Rica;Ciencias del Movimiento Humano en el Medio Natural;LICENCIATURA;1.0
26;Universidad de Costa Rica;Gerencia Agroempresarial;MAESTRÍA;0.76
26;Universidad de Costa Rica;Administración Educativa;MAESTRÍA;1.0
27;Universidad de Costa Rica;Bioinformática y Biología de Sistemas;MAESTRÍA;0.7
25;Universidad de Costa Rica;Español como Segunda Lengua;MAESTRÍA;1.0
27;Universidad de Costa Rica;Antropología;MAESTRÍA;0.7388888888888888
25;Universidad de Costa Rica;Ciencias Políticas;MAESTRÍA;1.0
25;Universidad de Costa Rica;Historia;MAESTRÍA;0.48
25;Universidad de Costa Rica;Literatura Inglesa;MAESTRÍA;0.49333333333333335
25;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;MAESTRÍA;0.62
27;Universidad de Costa Rica;Ciencia de Alimentos;MAESTRÍA;0.69
25;Universidad de Costa Rica;Física Médica;MAESTRÍA;0.59
26;Universidad de Costa Rica;Antropología;MAESTRÍA;0.74
24;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;LICENCIATURA;0.98
45;Universidad de Costa Rica;Ingeniería Eléctrica;LICENCIATURA;0.86
60;Universidad de Costa Rica;Francés;BACHILLERATO;1.0
26;Universidad de Costa Rica;Bioinformática y Biología de Sistemas;MAESTRÍA;0.7
25;Universidad de Costa Rica;Ingeniería Eléctrica;MAESTRÍA;1.0
24;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;MAESTRÍA;0.29
30;Universidad de Costa Rica;Desarrollo Sostenible énfasis Conservación de los Recursos Biológicos;MAESTRÍA;1.0
25;Universidad de Costa Rica;Literatura Francesa;MAESTRÍA;0.49333333333333335
26;Universidad de Costa Rica;Teoría Psicoanalítica;MAESTRÍA;0.73
26;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;MAESTRÍA;0.8270000000000001
26;Universidad de Costa Rica;Español como Segunda Lengua;MAESTRÍA;1.0
33;Universidad de Costa Rica;Ortopedia y Traumatología Infantil;ESPECIALIDAD PROFESIONAL;0.97
32;Universidad de Costa Rica;Cirugía Plástica y Reconstructiva;ESPECIALIDAD PROFESIONAL;0.87
51;Universidad de Costa Rica;Gerencia Agroempresarial;MAESTRÍA;0.89
44;Universidad de Costa Rica;Gerencia Agroempresarial;MAESTRÍA;0.78
39;Universidad de Costa Rica;Cirugía Toráxica General;ESPECIALIDAD PROFESIONAL;0.735
31;Universidad de Costa Rica;Administración Educativa;MAESTRÍA;1.0
25;Universidad de Costa Rica;Literatura Clásica;MAESTRÍA;0.6206666666666666
32;Universidad de Costa Rica;Cirugía Toráxica General;ESPECIALIDAD PROFESIONAL;0.87
48;Universidad de Costa Rica;Farmacia;LICENCIATURA;0.83
25;Universidad de Costa Rica;Enseñanza del Inglés como Lengua Extranjera;MAESTRÍA;1.0
25;Universidad de Costa Rica;Administración Educativa;MAESTRÍA;1.0
25;Universidad de Costa Rica;Gestión Integrada Áreas Costeras;MAESTRÍA;0.53
27;Universidad de Costa Rica;Administración y Dirección de Empresas;MAESTRÍA;1.0
23;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;0.9353846153846155
24;Universidad de Costa Rica;Diplomacia;MAESTRÍA;0.99
24;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;0.99
37;Universidad de Costa Rica;Educación Primaria;LICENCIATURA;0.96
25;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas con Discapacidad Múltiple;LICENCIATURA;1.0
24;Universidad de Costa Rica;Teoría Psicoanalítica;MAESTRÍA;0.81
28;Universidad de Costa Rica;Inglés Formación Gestión Empresarial;LICENCIATURA;0.97
26;Universidad de Costa Rica;Diplomacia;MAESTRÍA;0.99
24;Universidad de Costa Rica;Física Médica;MAESTRÍA;0.33
24;Universidad de Costa Rica;Español como Segunda Lengua;MAESTRÍA;1.0
24;Universidad de Costa Rica;Música énfasis Guitarra;LICENCIATURA;0.9486666666666668
24;Universidad de Costa Rica;Administración Educativa;MAESTRÍA;0.93
29;Universidad de Costa Rica;Enfermería Quirúrgica;MAESTRÍA;0.9566067821067822
24;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas con Discapacidad Múltiple;LICENCIATURA;0.9623333333333332
38;Universidad de Costa Rica;Antropología;BACHILLERATO;1.0
35;Universidad de Costa Rica;Gerontología;MAESTRÍA;0.9928571428571428
25;Universidad de Costa Rica;Desarrollo Sostenible énfasis Conservación de los Recursos Biológicos;MAESTRÍA;0.97
24;Universidad de Costa Rica;Filosofía;MAESTRÍA;0.33
24;Universidad de Costa Rica;Matemática énfasis Matemática Aplicada;MAESTRÍA;0.34
56;Universidad de Costa Rica;Enfermería;LICENCIATURA;0.9066666666666667
42;Universidad de Costa Rica;Diseño Gráfico;LICENCIATURA;0.95
25;Universidad de Costa Rica;Literatura Latinoamericana;MAESTRÍA;0.49333333333333335
46;Universidad de Costa Rica;Gestión Integral del Recurso Hídrico;BACHILLERATO;0.99
24;Universidad de Costa Rica;Enseñanza del Inglés como Lengua Extranjera;MAESTRÍA;1.0
24;Universidad de Costa Rica;Biología énfasis Genética y Biología Molecular;MAESTRÍA;0.76
24;Universidad de Costa Rica;Historia;MAESTRÍA;0.32
23;Universidad de Costa Rica;Computación e Informática;MAESTRÍA;0.05
26;Universidad de Costa Rica;Física Médica;MAESTRÍA;0.77
24;Universidad de Costa Rica;Computación e Informática;MAESTRÍA;0.32
24;Universidad de Costa Rica;Bacteriología Médica;ESPECIALIDAD PROFESIONAL;0.694335137085137
26;Universidad de Costa Rica;Gestión del Riesgo en Desastres y Atención de Emergencias;MAESTRÍA;0.84
25;Universidad de Costa Rica;Estadística;MAESTRÍA;1.0
23;Universidad de Costa Rica;Biología;MAESTRÍA;0.07
29;Universidad de Costa Rica;Música énfasis Dirección;BACHILLERATO;0.96
30;Universidad de Costa Rica;Inglés Formación Gestión Empresarial;LICENCIATURA;0.9457359307359308
42;Universidad de Costa Rica;Bibliotecología énfasis Ciencias de la Información;BACHILLERATO;0.99
39;Universidad de Costa Rica;Ingeniería Industrial;LICENCIATURA;0.97
24;Universidad de Costa Rica;Ciencias del Movimiento Humano;MAESTRÍA;0.99
31;Universidad de Costa Rica;Administración e Ingeniería de la Construcción;MAESTRÍA;1.0
28;Universidad de Costa Rica;Antropología;MAESTRÍA;0.82
24;Universidad de Costa Rica;Enseñanza de la Filosofía;LICENCIATURA;0.97375
24;Universidad de Costa Rica;Química;MAESTRÍA;0.96
25;Universidad de Costa Rica;Lingüística;MAESTRÍA;0.6206666666666666
36;Universidad de Costa Rica;Economía;BACHILLERATO;1.0
24;Universidad de Costa Rica;Literatura Latinoamericana;MAESTRÍA;0.39
51;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;BACHILLERATO;1.0
56;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;BACHILLERATO;1.0
40;Universidad de Costa Rica;Salud Ambiental;LICENCIATURA;1.0
38;Universidad de Costa Rica;Administración e Ingeniería de la Construcción;MAESTRÍA;0.9155555555555556
36;Universidad de Costa Rica;Ingeniería Civil;MAESTRÍA;0.87
33;Universidad de Costa Rica;Psiquiatría Infantil;ESPECIALIDAD PROFESIONAL;0.9653333333333333
25;Universidad de Costa Rica;Finanzas y Riesgo;MAESTRÍA;0.59
52;Universidad de Costa Rica;Gestión Jurídica de la Educación;MAESTRÍA;0.9
43;Universidad de Costa Rica;Geriatría y Gerontología;ESPECIALIDAD PROFESIONAL;0.6966666666666665
23;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;LICENCIATURA;0.97
24;Universidad de Costa Rica;Música énfasis Enseñanza Instrumental o Vocal;LICENCIATURA;0.89
23;Universidad de Costa Rica;Física Médica;MAESTRÍA;0.08
24;Universidad de Costa Rica;Matemática énfasis Matemática Pura;MAESTRÍA;0.33
23;Universidad de Costa Rica;Administración Educativa;MAESTRÍA;0.18
23;Universidad de Costa Rica;Estudios de las Mujeres Géneros y Sexualidades;MAESTRÍA;0.92
22;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;LICENCIATURA;0.6778949418712323
24;Universidad de Costa Rica;Biología;MAESTRÍA;0.33
22;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;0.49
25;Universidad de Costa Rica;Ciencias del Movimiento Humano;MAESTRÍA;0.98
56;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;LICENCIATURA;0.84
23;Universidad de Costa Rica;Español como Segunda Lengua;MAESTRÍA;0.08
24;Universidad de Costa Rica;Docencia Universitaria;LICENCIATURA;0.9259456635318705
23;Universidad de Costa Rica;Ciencias del Movimiento Humano;MAESTRÍA;0.07
24;Universidad de Costa Rica;Estadística;MAESTRÍA;1.0
23;Universidad de Costa Rica;Historia;MAESTRÍA;0.07
25;Universidad de Costa Rica;Música énfasis Dirección;BACHILLERATO;0.99
24;Universidad de Costa Rica;Lingüística;MAESTRÍA;0.79
25;Universidad de Costa Rica;Biología énfasis Genética y Biología Molecular;MAESTRÍA;0.84
23;Universidad de Costa Rica;Hidrología;MAESTRÍA;0.07
23;Universidad de Costa Rica;Literatura Latinoamericana;MAESTRÍA;0.09
47;Universidad de Costa Rica;Educación Primaria;LICENCIATURA;0.85
39;Universidad de Costa Rica;Ciencias de la Educación énfasis Orientación;LICENCIATURA;0.87
23;Universidad de Costa Rica;Música énfasis Canto;LICENCIATURA;0.83
23;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación;LICENCIATURA;0.9465384615384616
36;Universidad de Costa Rica;Informática y Tecnología Multimedia;LICENCIATURA;0.96
44;Universidad de Costa Rica;Informática Empresarial;BACHILLERATO;1.0
23;Universidad de Costa Rica;Matemática énfasis Matemática Pura;MAESTRÍA;0.0975
39;Universidad de Costa Rica;Francés;BACHILLERATO;1.0
23;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas con Discapacidad Múltiple;LICENCIATURA;0.94
28;Universidad de Costa Rica;Gestión Integral del Recurso Hídrico;BACHILLERATO;0.985
22;Universidad de Costa Rica;Estadística;MAESTRÍA;0.04
41;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;LICENCIATURA;0.83
42;Universidad de Costa Rica;Educación Primaria;LICENCIATURA;0.9833333333333333
23;Universidad de Costa Rica;Biología énfasis Genética y Biología Molecular;MAESTRÍA;0.07
43;Universidad de Costa Rica;Antropología;BACHILLERATO;0.98
46;Universidad de Costa Rica;Informática Empresarial;BACHILLERATO;0.98
32;Universidad de Costa Rica;Microbiología;MAESTRÍA;0.9533333333333333
37;Universidad de Costa Rica;Arquitectura y Construcción;MAESTRÍA;0.84
40;Universidad de Costa Rica;Geriatría y Gerontología;ESPECIALIDAD PROFESIONAL;0.67
51;Universidad de Costa Rica;Literatura Latinoamericana;MAESTRÍA;0.97
32;Universidad de Costa Rica;Derecho Público;MAESTRÍA;0.9515
38;Universidad de Costa Rica;Ciencias del Movimiento Humano;MAESTRÍA;0.92
30;Universidad de Costa Rica;Música énfasis Instrumentos de Cuerdas;LICENCIATURA;0.88
37;Universidad de Costa Rica;Medicina Interna;ESPECIALIDAD PROFESIONAL;0.9706666666666667
34;Universidad de Costa Rica;Oncología Radioterápica;ESPECIALIDAD PROFESIONAL;0.9625
36;Universidad de Costa Rica;Finanzas y Riesgo;MAESTRÍA;0.8365
38;Universidad de Costa Rica;Medicina Física y Rehabilitación;ESPECIALIDAD PROFESIONAL;1.0
50;Universidad de Costa Rica;Ciencias Políticas;LICENCIATURA;0.93
22;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas con Discapacidad Múltiple;LICENCIATURA;0.46954545454545454
23;Universidad de Costa Rica;Antropología;MAESTRÍA;0.09
33;Universidad de Costa Rica;Ciencias de la Educación Inicial;BACHILLERATO;0.99
23;Universidad de Costa Rica;Música énfasis Enseñanza Instrumental o Vocal;LICENCIATURA;0.83
46;Universidad de Costa Rica;Diseño Gráfico;LICENCIATURA;0.87
28;Universidad de Costa Rica;Administración Pública énfasis Administración Aduanera y Comercio Internacional;MAESTRÍA;1.0
52;Universidad de Costa Rica;Archivística;LICENCIATURA;0.885
33;Universidad de Costa Rica;Gestión Integral del Recurso Hídrico;BACHILLERATO;1.0
39;Universidad de Costa Rica;Odontología;LICENCIATURA;0.88
51;Universidad de Costa Rica;Derecho;LICENCIATURA;0.86
32;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;1.0
30;Universidad de Costa Rica;Historia del Arte;LICENCIATURA;0.88
43;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;BACHILLERATO;0.99
41;Universidad de Costa Rica;Trabajo Social;LICENCIATURA;0.98
56;Universidad de Costa Rica;Enseñanza de la Matemática;LICENCIATURA;0.8726666666666668
49;Universidad de Costa Rica;Diseño Gráfico;LICENCIATURA;0.78
42;Universidad de Costa Rica;Educación énfasis Evaluación Educativa;MAESTRÍA;0.97
39;Universidad de Costa Rica;Anestesiología y Recuperación;ESPECIALIDAD PROFESIONAL;0.6240952380952381
46;Universidad de Costa Rica;Administración Educativa;MAESTRÍA;0.91
41;Universidad de Costa Rica;Oftalmología;ESPECIALIDAD PROFESIONAL;0.86
35;Universidad de Costa Rica;Medicina de Emergencias;ESPECIALIDAD PROFESIONAL;0.95
33;Universidad de Costa Rica;Dermatología;ESPECIALIDAD PROFESIONAL;0.91
36;Universidad de Costa Rica;Ciencias Agrícolas y Recursos Naturales énfasis Protección de Cultivos;MAESTRÍA;0.98
30;Universidad de Costa Rica;Ciencias Agrícolas y Recursos Naturales énfasis Protección de Cultivos;MAESTRÍA;1.0
34;Universidad de Costa Rica;Cirugía General;ESPECIALIDAD PROFESIONAL;0.889
38;Universidad de Costa Rica;Cirugía Pediátrica;ESPECIALIDAD PROFESIONAL;0.61
34;Universidad de Costa Rica;Administración e Ingeniería de la Construcción;MAESTRÍA;0.9875
29;Universidad de Costa Rica;Ciencia de Alimentos;MAESTRÍA;0.9425
28;Universidad de Costa Rica;Ciencia de Alimentos;MAESTRÍA;0.95
21;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;LICENCIATURA;0.3763333333333334
30;Universidad de Costa Rica;Gestión Integral del Recurso Hídrico;BACHILLERATO;0.9439285714285713
21;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;0.27
48;Universidad de Costa Rica;Gestión Ecoturística;LICENCIATURA;0.85
38;Universidad de Costa Rica;Trabajo Social;LICENCIATURA;0.94
31;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;BACHILLERATO;1.0
20;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;LICENCIATURA;0.25
42;Universidad de Costa Rica;Enseñanza del Inglés;BACHILLERATO;0.99
26;Universidad de Costa Rica;Meteorología;LICENCIATURA;0.83
44;Universidad de Costa Rica;Psicología;LICENCIATURA;0.94
40;Universidad de Costa Rica;Ingeniería Desarrollo Sostenible;LICENCIATURA;0.985
34;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;BACHILLERATO;1.0
44;Universidad de Costa Rica;Enseñanza de la Filosofía;BACHILLERATO;1.0
41;Universidad de Costa Rica;Filosofía;LICENCIATURA;0.86
21;Universidad de Costa Rica;Música énfasis Guitarra;LICENCIATURA;0.25
52;Universidad de Costa Rica;Antropología;BACHILLERATO;0.99
21;Universidad de Costa Rica;Música énfasis Dirección;BACHILLERATO;0.9
36;Universidad de Costa Rica;Ingeniería Mecánica énfasis Protección contra Incendios;LICENCIATURA;0.9566666666666667
30;Universidad de Costa Rica;Ingeniería Desarrollo Sostenible;LICENCIATURA;0.95
36;Universidad de Costa Rica;Antropología;BACHILLERATO;1.0
46;Universidad de Costa Rica;Enseñanza de la Matemática;LICENCIATURA;0.83
39;Universidad de Costa Rica;Informática Empresarial;BACHILLERATO;1.0
32;Universidad de Costa Rica;Ciencias Agrícolas y Recursos Naturales énfasis Suelos;MAESTRÍA;0.99
35;Universidad de Costa Rica;Odontología Odontopediatría;MAESTRÍA;0.98
41;Universidad de Costa Rica;Gerontología;MAESTRÍA;0.79
61;Universidad de Costa Rica;Estudios de la Sociedad y la Cultura;DOCTORADO;0.9183333333333333
34;Universidad de Costa Rica;Cirugía Cardiovascular Toráxica;ESPECIALIDAD PROFESIONAL;0.779
38;Universidad de Costa Rica;Neurología;ESPECIALIDAD PROFESIONAL;0.86
37;Universidad de Costa Rica;Anatomía Patológica;ESPECIALIDAD PROFESIONAL;0.6868333333333334
37;Universidad de Costa Rica;Ciencias Penales;MAESTRÍA;0.83
28;Universidad de Costa Rica;Gestión Jurídica de la Educación;MAESTRÍA;1.0
46;Universidad de Costa Rica;Gestión Jurídica de la Educación;MAESTRÍA;0.72
30;Universidad de Costa Rica;Psicología Clínica y de la Salud;MAESTRÍA;1.0
34;Universidad de Costa Rica;Ciencias Agrícolas y Recursos Naturales énfasis Protección de Cultivos;MAESTRÍA;0.9643333333333334
31;Universidad de Costa Rica;Ciencias Agrícolas y Recursos Naturales énfasis Protección de Cultivos;MAESTRÍA;1.0
33;Universidad de Costa Rica;Arquitectura y Construcción;MAESTRÍA;0.9891666666666667
29;Universidad de Costa Rica;Paisajismo y Diseño de Sitio;MAESTRÍA;0.97
43;Universidad de Costa Rica;Microbiología;MAESTRÍA;0.83
32;Universidad de Costa Rica;Enseñanza de la Filosofía;LICENCIATURA;0.99
34;Universidad de Costa Rica;Pediatría;ESPECIALIDAD PROFESIONAL;0.96
43;Universidad de Costa Rica;Estadística;MAESTRÍA;0.8475
20;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;0.2675
49;Universidad de Costa Rica;Historia;LICENCIATURA;0.79
43;Universidad de Costa Rica;Enseñanza del Inglés;LICENCIATURA;0.98
33;Universidad de Costa Rica;Música énfasis Piano;LICENCIATURA;0.96
38;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;LICENCIATURA;0.94
38;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
24;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
30;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
23;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
43;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
22;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
42;Universidad de Costa Rica;Enseñanza de la Matemática;LICENCIATURA;0.86
35;Universidad de Costa Rica;Gestión Cultural;BACHILLERATO;1.0
43;Universidad de Costa Rica;Ciencias de la Educación Inicial;BACHILLERATO;1.0
35;Universidad de Costa Rica;Educación Primaria;LICENCIATURA;0.99
21;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;0.99
25;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
47;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;0.99
20;Universidad de Costa Rica;Música énfasis Composición;LICENCIATURA;0.25
50;Universidad de Costa Rica;Sociología;LICENCIATURA;0.75
26;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
28;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
29;Universidad de Costa Rica;Ciencias de la Educación I y II Ciclos con énfasis en Lengua y Cultura Cabécar;BACHILLERATO;1.0
55;Universidad de Costa Rica;Sociología;LICENCIATURA;0.68
48;Universidad de Costa Rica;Ciencias del Movimiento Humano;LICENCIATURA;0.84
49;Universidad de Costa Rica;Ciencias de la Educación Primaria;BACHILLERATO;0.99
48;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación No Formal;LICENCIATURA;0.84
39;Universidad de Costa Rica;Artes;MAESTRÍA;0.84
39;Universidad de Costa Rica;Música énfasis Canto;MAESTRÍA;0.85
49;Universidad de Costa Rica;Música énfasis Canto;MAESTRÍA;0.85
35;Universidad de Costa Rica;Derecho Público;MAESTRÍA;0.99
37;Universidad de Costa Rica;Derecho Público;MAESTRÍA;0.93
25;Universidad de Costa Rica;Derecho Público;MAESTRÍA;0.99
44;Universidad de Costa Rica;Sistemas de Información Geográfica y Teledetección;MAESTRÍA;0.74
30;Universidad de Costa Rica;Educación énfasis Evaluación Educativa;MAESTRÍA;1.0
42;Universidad de Costa Rica;Educación énfasis Docencia Universitaria;MAESTRÍA;0.97
55;Universidad de Costa Rica;Gerencia Agroempresarial;MAESTRÍA;0.89
30;Universidad de Costa Rica;Literatura Francesa;MAESTRÍA;0.84
61;Universidad de Costa Rica;Filosofía;MAESTRÍA;0.91
35;Universidad de Costa Rica;Biología;MAESTRÍA;0.935
29;Universidad de Costa Rica;Historia;MAESTRÍA;0.91
47;Universidad de Costa Rica;Ingeniería Mecánica;MAESTRÍA;0.78
45;Universidad de Costa Rica;Ingeniería;DOCTORADO;0.815
39;Universidad de Costa Rica;Radiología e Imágenes Médicas;ESPECIALIDAD PROFESIONAL;0.86
32;Universidad de Costa Rica;Medicina Legal;ESPECIALIDAD PROFESIONAL;0.9933333333333333
32;Universidad de Costa Rica;Gestión del Riesgo en Desastres y Atención de Emergencias;MAESTRÍA;0.8653571428571428
45;Universidad de Costa Rica;Derecho;DOCTORADO;0.8998156565656565
46;Universidad de Costa Rica;Recreación;MAESTRÍA;0.7841666666666666
50;Universidad de Costa Rica;Computación e Informática;DOCTORADO;0.72
29;Universidad de Costa Rica;Infectología;ESPECIALIDAD PROFESIONAL;0.68
34;Universidad de Costa Rica;Otorrinolaringología y Cirugía de Cabeza y Cuello;ESPECIALIDAD PROFESIONAL;0.9802380952380951
37;Universidad de Costa Rica;Ciencia de Alimentos;MAESTRÍA;0.89
26;Universidad de Costa Rica;Ciencia de Alimentos;MAESTRÍA;0.69
30;Universidad de Costa Rica;Gerontología;MAESTRÍA;0.98
30;Universidad de Costa Rica;Física Médica;MAESTRÍA;0.98
33;Universidad de Costa Rica;Física Médica;MAESTRÍA;0.87
32;Universidad de Costa Rica;Estadística;MAESTRÍA;1.0
39;Universidad de Costa Rica;Psicología del Trabajo y de las Organizaciones;MAESTRÍA;0.87
33;Universidad de Costa Rica;Sistemas de Información Geográfica y Teledetección;MAESTRÍA;0.88
38;Universidad de Costa Rica;Sistemas de Información Geográfica y Teledetección;MAESTRÍA;0.71
27;Universidad de Costa Rica;Sistemas de Información Geográfica y Teledetección;MAESTRÍA;0.99
43;Universidad de Costa Rica;Gestión Integral del Recurso Hídrico;MAESTRÍA;0.72
25;Universidad de Costa Rica;Ciencias Agrícolas y Recursos Naturales énfasis Protección de Cultivos;MAESTRÍA;0.53
29;Universidad de Costa Rica;Ingeniería Eléctrica;MAESTRÍA;0.99
32;Universidad de Costa Rica;Desarrollo Urbano y Gestión Territorial;MAESTRÍA;1.0
28;Universidad de Costa Rica;Arquitectura Tropical;MAESTRÍA;0.99
36;Universidad de Costa Rica;Computación e Informática;MAESTRÍA;0.8493333333333334
43;Universidad de Costa Rica;Anestesiología y Recuperación;ESPECIALIDAD PROFESIONAL;0.425
28;Universidad de Costa Rica;Microbiología;MAESTRÍA;1.0
